fecha,reservas,tc_mayorista,tc_minorista,badlar,tasa_adelanto_cc,base_monetaria,depositos,creditos,m2_privado,prestamos_priv,inflacion_mensual,inflacion_interanual,rem_inflacion,tasa_pases_terceros,tamar,compras_usd_bcra,depositos_usd,m2_transaccional,cer,prestamos_usd
2025-09-19,39264.0,1523.75,1474.75,45.25,50.43,40711384.0,21620756.0,1912164.0,41.1,79235801.0,,,,38.21,47.5625,-678.25,32590.0,50439803.859,629.42373285866,18429.0
2025-09-20,,,,,,,,,41.0,,,,,,,,,,629.81875205538,
2025-09-21,,,,,,,,,41.0,,,,,,,,,,630.21401916166,
2025-09-22,39116.0,1438.3,1425.67,45.375,53.39,41976631.0,21659640.0,1887486.0,41.1,79625535.0,,,,44.85,48.1875,0.0,32545.0,50481007.937,630.6095343331,18480.0
2025-09-23,39177.0,1391.95,1354.17,46.4375,54.76,41199281.0,21573004.0,1958344.0,41.1,79959159.0,,,,47.34,48.8125,0.0,32678.0,50358553.92,631.00529772537,18528.0
2025-09-24,39032.0,1367.95,1343.33,43.5,51.66,41246514.0,21572564.0,1944680.0,41.0,80058168.0,,,,30.83,44.1875,0.0,32874.0,50633388.87,631.40130949426,18602.0
2025-09-25,39355.0,1354.03,1325.08,40.375,50.05,40742575.0,21572233.0,1960615.0,41.1,80216598.0,,,,30.6,41.625,0.0,33232.0,51170146.993,631.79756979564,18725.0
2025-09-26,41200.0,1364.73,1332.0,39.25,48.07,41204584.0,21565571.0,1982482.0,41.2,80358261.0,,,,30.33,41.0,0.0,33598.0,51149780.537,632.1940787855,18730.0
2025-09-27,,,,,,,,,41.1,,,,,,,,,,632.5908366199,
2025-09-28,,,,,,,,,40.8,,,,,,,,,,632.98784345502,
2025-09-29,41118.0,1378.76,1341.0,39.625,45.16,41645095.0,21567150.0,2038675.0,40.7,81310262.0,,,,26.13,41.5,0.0,33731.0,52962315.45,633.38509944713,18789.0
2025-09-30,40374.0,1406.79,1366.58,41.0,44.02,42295612.0,21544006.0,2075265.0,40.9,81799803.0,2.1,31.8,21.9,32.73,42.375,0.0,33955.0,55421105.222,633.78260475259,18880.0
2025-10-01,42230.0,1456.89,1423.83,40.625,44.38,41012542.0,21520944.0,2087608.0,41.0,82236460.0,,,,35.07,42.875,0.0,34186.0,55659699.331,634.18035952787,18705.0
2025-10-02,42330.0,1454.16,1424.75,40.375,44.54,40356005.0,21564696.0,2053044.0,41.2,82391425.0,,,,36.36,42.0,0.0,34332.0,55721626.151,634.57836392955,18592.0
2025-10-03,42701.0,1454.86,1424.75,40.875,45.06,40636784.0,21637756.0,1996091.0,41.3,82643217.0,,,,38.31,44.125,0.0,34448.0,55987337.978,634.97661811426,18573.0
2025-10-04,,,,,,,,,41.3,,,,,,,,,,635.37512223879,
2025-10-05,,,,,,,,,41.6,,,,,,,,,,635.77387645999,
2025-10-06,42629.0,1460.2,1429.75,40.8125,46.13,40792969.0,21675027.0,2033732.0,41.8,82603738.0,,,,39.44,44.75,0.0,34338.0,55759039.241,636.17288093482,18359.0
2025-10-07,42222.0,1460.63,1429.75,44.125,52.92,40581165.0,21646415.0,2083699.0,42.0,82921138.0,,,,51.63,47.125,0.0,34476.0,54922215.217,636.57213582032,18307.0
2025-10-08,42067.0,1462.7,1429.75,44.3125,66.87,40739322.0,21690802.0,2113661.0,42.2,82650607.0,,,,65.77,50.1875,0.0,34453.0,54800519.24,636.97164127367,18215.0
2025-10-09,42057.0,1459.28,1451.75,49.5625,79.29,40896326.0,21776426.0,2078092.0,42.5,82605925.0,,,,72.29,54.375,0.0,34511.0,54513647.576,637.37139745211,18278.0
2025-10-10,,,,,,,,,42.6,,,,,,,,,,637.77140451299,
2025-10-11,,,,,,,,,42.8,,,,,,,,,,638.17166261377,
2025-10-12,,,,,,,,,43.0,,,,,,,,,,638.572171912,
2025-10-13,42258.0,1378.58,1347.67,46.5625,83.67,40840121.0,21722783.0,2156706.0,43.2,82179068.0,,,,77.5,53.75,0.0,34999.0,54525062.621,638.97293256531,18164.0
2025-10-14,41904.0,1392.41,1359.83,51.9375,129.5,41039888.0,21600447.0,2243385.0,43.1,82241665.0,,,,115.2,59.125,0.0,34954.0,51993134.914,639.37394473147,18264.0
2025-10-15,41741.0,1408.02,1373.5,56.25,190.76,40648966.0,21527936.0,2254040.0,43.1,81586058.0,,,,157.17,66.0,0.0,35061.0,52551957.382,639.77520856832,18216.0
2025-10-16,41710.0,1441.96,1387.17,57.25,144.8,40131062.0,21510672.0,2213024.0,43.1,81441107.0,,,,105.5,60.125,0.0,35133.0,51756475.388,640.20426054369,18197.0
2025-10-17,41170.0,1491.61,1439.5,53.0625,85.02,40428002.0,21477271.0,2184664.0,43.0,81520146.0,,,,50.46,57.9375,0.0,35079.0,50523927.623,640.63360025388,18162.0
2025-10-18,,,,,,,,,42.9,,,,,,,,,,641.06322789184,
2025-10-19,,,,,,,,,42.9,,,,,,,,,,641.49314365066,
2025-10-20,41316.0,1495.61,1462.83,49.375,67.18,40972264.0,21470287.0,2162726.0,43.0,81878088.0,,,,40.74,53.0625,0.0,35130.0,50569298.287,641.92334772357,18120.0
2025-10-21,40540.0,1518.74,1484.75,48.75,59.38,40177879.0,21398997.0,2174454.0,42.9,82220815.0,,,,35.66,52.8125,-45.5,35207.0,50102876.307,642.35384030392,18200.0
2025-10-22,40570.0,1520.9,1487.08,48.125,58.04,39970044.0,21411726.0,2072853.0,42.9,82352086.0,,,,37.74,53.6875,0.0,35265.0,50823224.53,642.7846215852,18268.0
2025-10-23,40989.0,1518.07,1484.0,48.625,61.7,39850348.0,21425730.0,2041978.0,42.9,82613250.0,,,,42.21,54.875,0.0,35198.0,50067303.981,643.215691761,18327.0
2025-10-24,41215.0,1517.53,1485.92,49.4375,86.48,39402450.0,21436476.0,2016180.0,42.8,82927084.0,,,,64.99,58.5,0.0,35117.0,49912789.76,643.64705102508,18412.0
2025-10-25,,,,,,,,,42.7,,,,,,,,,,644.0786995713,
2025-10-26,,,,,,,,,42.5,,,,,,,,,,644.51063759367,
2025-10-27,41059.0,1451.78,1378.92,41.8125,89.56,40078826.0,21332863.0,2128598.0,42.4,83424444.0,,,,75.87,45.9375,0.0,35233.0,49828408.195,644.94286528631,18452.0
2025-10-28,40771.0,1487.76,1470.83,44.5,135.36,40078019.0,21387877.0,2046104.0,42.4,83833510.0,,,,97.53,49.1875,0.0,35114.0,49571242.045,645.37538284349,18375.0
2025-10-29,40764.0,1464.4,1451.5,41.1875,84.43,40147684.0,21345514.0,2063247.0,42.1,83638239.0,,,,49.02,44.625,0.0,35026.0,50118935.504,645.80819045961,18386.0
2025-10-30,40494.0,1464.99,1433.67,40.9375,67.74,40354280.0,21319002.0,2110698.0,41.8,84083744.0,,,,41.38,43.375,0.0,35053.0,51573617.942,646.24128832917,18369.0
2025-10-31,39382.0,1475.11,1443.0,37.1875,61.52,41327194.0,21354299.0,2065220.0,41.7,84224736.0,2.3,31.3,20.8,32.6,38.3125,0.0,35116.0,53928320.608,646.67467664684,18434.0
2025-11-01,,,,,,,,,41.4,,,,,,,,,,647.1083556074,
2025-11-02,,,,,,,,,41.1,,,,,,,,,,647.54232540575,
2025-11-03,40785.0,1494.62,1457.42,34.75,49.2,41437306.0,21415012.0,2051586.0,40.7,84363935.0,,,,28.7,36.75,0.0,35073.0,53500962.301,647.97658623695,18147.0
2025-11-04,40802.0,1488.75,1473.17,35.0,45.9,40730943.0,21374802.0,2155163.0,40.2,84250274.0,,,,28.01,37.5625,0.0,35026.0,53073770.662,648.41113829618,18106.0
2025-11-05,41015.0,1476.48,1447.5,34.0625,42.76,41136124.0,21391589.0,2169141.0,40.0,83577125.0,,,,27.8,36.3125,0.0,35008.0,53739993.632,648.84598177872,18041.0
2025-11-06,,,,,,,,,39.8,,,,,,,,,,649.28111688004,
2025-11-07,40227.0,1454.66,1441.5,32.9375,41.07,41881861.0,21363904.0,2220775.0,39.3,82769642.0,,,,27.04,34.8125,0.0,34993.0,53006959.148,649.71654379568,17969.0
2025-11-08,,,,,,,,,39.1,,,,,,,,,,650.15226272136,
2025-11-09,,,,,,,,,38.9,,,,,,,,,,650.58827385289,
2025-11-10,40401.0,1450.65,1419.33,32.5,39.62,41632920.0,21429230.0,2152771.0,38.5,83492248.0,,,,27.38,34.75,0.0,34991.0,51792799.271,651.02457738625,17948.0
2025-11-11,40500.0,1444.83,1416.5,33.375,39.75,40036417.0,21379095.0,2158885.0,38.0,83607442.0,,,,25.7,35.0,0.0,35051.0,50294060.976,651.46117351752,17979.0
2025-11-12,40675.0,1433.92,1402.0,31.3125,38.79,40264655.0,21345320.0,2135786.0,37.7,83347226.0,,,,24.74,34.625,0.0,35046.0,50854967.288,651.89806244294,17983.0
2025-11-13,40684.0,1433.55,1408.83,31.5625,37.65,39820024.0,21359632.0,2085840.0,37.6,83226730.0,,,,25.01,33.9375,0.0,35083.0,50585785.336,652.33524435885,18001.0
2025-11-14,40643.0,1432.06,1405.0,32.0625,37.5,40285409.0,21390602.0,2026718.0,37.4,83342508.0,,,,24.32,33.4375,0.0,35081.0,50579961.135,652.77271946175,18043.0
2025-11-15,,,,,,,,,37.3,,,,,,,,,,653.21048794825,
2025-11-16,,,,,,,,,37.1,,,,,,,,,,653.70579802212,
2025-11-17,40356.0,1422.09,1401.0,31.125,37.75,40819556.0,21398248.0,2040616.0,37.0,83819844.0,,,,23.43,33.0,0.0,35143.0,50394691.524,654.20148367488,18082.0
2025-11-18,40622.0,1422.1,1388.0,32.4375,36.61,40323072.0,21331468.0,2137552.0,36.7,84226538.0,,,,23.01,33.5,0.0,35404.0,50232588.389,654.69754519132,18122.0
2025-11-19,40773.0,1429.09,1402.5,32.1875,35.41,40314551.0,21335326.0,2208457.0,36.4,84125159.0,,,,23.97,33.8125,0.0,35526.0,50049249.804,655.19398285644,18201.0
2025-11-20,40921.0,1450.06,1416.67,31.0,34.69,40927869.0,21451868.0,2120893.0,36.3,84486532.0,,,,22.75,31.6875,0.0,35531.0,50644753.035,655.69079695547,18242.0
2025-11-21,,,,,,,,,36.1,,,,,,,,,,656.18798777385,
2025-11-22,,,,,,,,,35.9,,,,,,,,,,656.68555559723,
2025-11-23,,,,,,,,,35.8,,,,,,,,,,657.18350071148,
2025-11-24,,,,,,,,,35.7,,,,,,,,,,657.68182340269,
2025-11-25,41185.0,1471.87,1442.83,30.125,33.85,42341489.0,21509043.0,2093857.0,35.7,85218478.0,,,,21.16,32.0625,0.0,35592.0,51439216.263,658.18052395717,18210.0
2025-11-26,41899.0,1475.83,1448.5,29.8125,34.06,40563401.0,21469073.0,2150601.0,35.8,86076610.0,,,,20.95,31.6875,0.0,35669.0,51922788.288,658.67960266144,18308.0
2025-11-27,41904.0,1474.55,1448.0,30.25,33.93,41009226.0,21537084.0,2106087.0,36.0,86332030.0,,,,20.39,31.75,0.0,35619.0,53305815.364,659.17905980224,18341.0
2025-11-28,40335.0,1487.59,1450.75,29.9375,32.57,40926609.0,21678430.0,2000739.0,36.4,86945461.0,,,,18.48,31.4375,0.0,35727.0,56168926.43,659.67889566652,18455.0
2025-11-29,,,,,,,,,36.7,,,,,,,,,,660.17911054147,
2025-11-30,,,,,,,,,36.7,,2.5,31.4,21.0,,,,,,660.67970471447,
2025-12-01,41773.0,1475.07,1449.08,29.4375,32.62,40862891.0,21770224.0,2013303.0,36.9,86866251.0,,,,16.49,30.9375,0.0,36641.0,56171069.367,661.18067847314,18200.0
2025-12-02,41883.0,1476.76,1453.58,28.5,28.04,39684092.0,21773192.0,2079387.0,37.2,86863338.0,,,,14.95,29.6875,0.0,36561.0,55040073.993,661.68203210529,18239.0
2025-12-03,41887.0,1475.49,1453.5,26.5,27.07,37842747.0,21818136.0,2148955.0,37.6,86586773.0,,,,17.59,27.8125,0.0,36475.0,55466348.785,662.18376589899,18181.0
2025-12-04,41890.0,1469.78,1449.33,26.0,25.99,40457720.0,21882718.0,2271984.0,38.0,86369557.0,,,,19.62,26.625,0.0,36408.0,56346226.518,662.68588014249,18179.0
2025-12-05,41764.0,1462.75,1438.58,25.75,24.8,38933317.0,21982841.0,2268630.0,38.2,86355095.0,,,,20.1,26.8125,0.0,36173.0,55355955.095,663.18837512428,18073.0
2025-12-06,,,,,,,,,38.4,,,,,,,,,,663.69125113305,
2025-12-07,,,,,,,,,38.7,,,,,,,,,,664.19450845775,
2025-12-08,,,,,,,,,38.9,,,,,,,,,,664.69814738749,
2025-12-09,41750.0,1463.14,1437.42,25.25,24.83,40069791.0,22171793.0,2236390.0,39.0,86343635.0,,,,20.16,26.4375,0.0,36195.0,54689707.736,665.20216821165,18050.0
2025-12-10,41669.0,1458.59,1439.42,25.5,25.6,40146702.0,22204802.0,2262864.0,39.2,86730691.0,,,,20.19,26.6875,0.0,36334.0,54565845.54,665.7065712198,18152.0
2025-12-11,41824.0,1460.45,1438.25,25.75,25.42,40856240.0,22309822.0,2293618.0,39.6,85996368.0,,,,20.18,26.75,0.0,36413.0,55273378.612,666.21135670173,18145.0
2025-12-12,41907.0,1464.55,1438.42,24.9375,25.8,41173306.0,22541744.0,2162240.0,39.8,86116260.0,,,,20.33,26.75,0.0,35976.0,55087698.123,666.71652494748,18190.0
2025-12-13,,,,,,,,,40.0,,,,,,,,,,667.22207624728,
2025-12-14,,,,,,,,,40.0,,,,,,,,,,667.72801089158,
2025-12-15,42238.0,1465.14,1439.83,25.25,25.44,41443740.0,22755181.0,2180282.0,40.2,86431743.0,,,,20.65,26.75,0.0,36078.0,56298646.956,668.23432917106,18172.0
2025-12-16,42283.0,1482.44,1451.33,25.75,26.17,40768621.0,22853530.0,2257855.0,40.3,86955425.0,,,,21.38,27.125,0.0,36105.0,56136930.885,668.7668138406,18217.0
2025-12-17,42226.0,1474.51,1448.58,25.8125,24.45,41112794.0,23043014.0,2341915.0,40.5,87395524.0,,,,21.05,27.375,0.0,36157.0,57312203.778,669.29972282227,18251.0
2025-12-18,42326.0,1474.62,1453.17,26.1875,24.91,40972242.0,23274676.0,2471174.0,40.7,87894661.0,,,,20.92,27.3125,0.0,36340.0,58743818.611,669.83305645416,18261.0
2025-12-19,42418.0,1474.1,1452.25,27.0,25.46,40805912.0,23594331.0,2384462.0,40.9,88283766.0,,,,21.04,28.25,0.0,36489.0,59900884.332,670.36681507467,18351.0
2025-12-20,,,,,,,,,40.8,,,,,,,,,,670.90099902245,
2025-12-21,,,,,,,,,40.6,,,,,,,,,,671.43560863642,
2025-12-22,42636.0,1475.55,1450.42,26.875,25.81,41416844.0,24029657.0,2426317.0,40.5,88520441.0,,,,21.53,28.375,0.0,36570.0,60284078.984,671.97064425578,18358.0
2025-12-23,43012.0,1475.41,1450.5,28.625,29.27,41853086.0,24260634.0,2534727.0,40.3,89168834.0,,,,27.13,29.4375,0.0,36623.0,60808926.024,672.50610621999,18383.0
2025-12-24,,,,,,,,,40.1,,,,,,,,,,673.04199486878,
2025-12-25,,,,,,,,,39.9,,,,,,,,,,673.57831054217,
2025-12-26,43617.0,1475.45,1450.92,26.875,31.25,42492789.0,24382464.0,2590767.0,39.5,89671373.0,,,,29.42,28.6875,0.0,36675.0,60736131.044,674.11505358041,18326.0
2025-12-27,,,,,,,,,38.9,,,,,,,,,,674.65222432408,
2025-12-28,,,,,,,,,38.2,,,,,,,,,,675.18982311397,
2025-12-29,41894.0,1477.22,1454.92,26.0625,33.76,42305192.0,24477185.0,2627788.0,37.7,90710839.0,,,,32.83,27.9375,0.0,36655.0,62891143.767,675.72785029118,18383.0
2025-12-30,41167.0,1479.28,1459.42,26.6875,59.35,42956965.0,24559358.0,2549984.0,37.6,90909478.0,,,,76.31,28.875,0.0,36982.0,65285582.703,676.26630619708,18603.0
2025-12-31,,,,,,,,,37.3,,2.8,31.5,20.1,,,,,,676.80519117329,
2026-01-01,,,,,,,,,37.0,,,,,,,,,,677.34450556172,
2026-01-02,43105.0,1491.24,1469.61,26.6875,56.52,42960320.0,24510679.0,2581460.0,36.6,90866987.0,,,,47.96,29.375,0.0,37044.0,64568116.281,677.88424970456,18409.0
2026-01-03,,,,,,,,,36.2,,,,,,,,,,678.42442394424,
2026-01-04,,,,,,,,,35.9,,,,,,,,,,678.96502862351,
2026-01-05,43393.0,1492.46,1472.73,26.875,40.3,42683047.0,24452750.0,2578617.0,35.4,91064869.0,,,,31.35,28.75,20.8,37061.0,61856297.993,679.50606408534,18366.0
2026-01-06,44186.0,1488.32,1467.62,28.0,45.4,42682795.0,24352144.0,2576738.0,34.9,90820499.0,,,,43.84,29.375,83.5,37006.0,61173985.519,680.04753067303,18852.0
2026-01-07,44241.0,1485.21,1466.03,29.9375,47.08,43167152.0,24273090.0,2530661.0,34.5,90129885.0,,,,48.32,31.75,9.0,37105.0,61709332.076,680.5894287301,18826.0
2026-01-08,44782.0,1482.66,1459.58,30.25,46.44,43272002.0,24226742.0,2482577.0,34.1,89471100.0,,,,41.54,33.125,62.0,37136.0,60470218.004,681.13175860037,18844.0
2026-01-09,44397.0,1483.19,1466.47,29.4375,42.65,42895272.0,24180268.0,2468088.0,33.6,89516599.0,,,,35.25,32.625,42.5,37822.0,59516490.211,681.67452062794,18859.0
2026-01-10,,,,,,,,,33.2,,,,,,,,,,682.21771515718,
2026-01-11,,,,,,,,,32.8,,,,,,,,,,682.76134253272,
2026-01-12,44766.0,1482.33,1466.65,27.375,41.58,42938346.0,24160075.0,2421638.0,32.4,89407031.0,,,,35.28,32.4375,55.0,37770.0,57795000.381,683.30540309948,18902.0
2026-01-13,44678.0,1482.52,1463.32,29.25,49.99,43346010.0,24045258.0,2419227.0,32.1,89153705.0,,,,48.37,34.4375,55.2,37674.0,57203686.101,683.84989720264,19008.0
2026-01-14,44692.0,1475.0,1454.32,31.1875,50.81,43803268.0,23991247.0,2370464.0,31.8,88790668.0,,,,46.48,34.9375,187.5,37774.0,57131635.244,684.39482518768,18982.0
2026-01-15,44646.0,1466.87,1443.86,31.9375,48.28,43701459.0,23960847.0,2323018.0,31.4,88905988.0,,,,38.75,35.6875,47.0,37692.0,57559010.399,684.94018740034,19104.0
2026-01-16,44609.0,1453.45,1431.06,32.8125,47.8,44102114.0,23914595.0,2293278.0,31.0,88924298.0,,,,39.25,35.5625,125.0,37900.0,56233995.088,685.55061207521,19234.0
2026-01-17,,,,,,,,,30.5,,,,,,,,,,686.16158076588,
2026-01-18,,,,,,,,,30.1,,,,,,,,,,686.77309395718,
2026-01-19,44808.0,1454.65,1432.69,32.75,47.66,44050201.0,23864542.0,2298492.0,29.8,89124574.0,,,,38.71,36.6875,20.9,37934.0,55611083.47,687.38515213437,19268.0
2026-01-20,44871.0,1454.04,1435.63,34.875,47.44,44040732.0,23759940.0,2318051.0,29.5,89608895.0,,,,38.73,36.6875,8.0,37936.0,55437531.492,687.99775578316,19431.0
2026-01-21,45077.0,1452.73,1429.78,34.6875,46.65,44265806.0,23693611.0,2271806.0,29.2,89614747.0,,,,38.29,36.9375,107.0,37988.0,55266847.796,688.61090538967,19498.0
2026-01-22,45397.0,1452.09,1427.03,35.625,46.58,44262398.0,23651224.0,2248055.0,29.0,89628952.0,,,,36.97,38.0625,80.5,37987.0,55029578.613,689.22460144045,19543.0
2026-01-23,45565.0,1454.56,1433.2,36.4375,45.14,44254340.0,23647153.0,2201453.0,28.8,89868843.0,,,,33.56,37.8125,75.0,38123.0,54730152.758,689.83884442252,19662.0
2026-01-24,,,,,,,,,28.6,,,,,,,,,,690.4536348233,
2026-01-25,,,,,,,,,28.5,,,,,,,,,,691.06897313065,
2026-01-26,45740.0,1459.88,1438.46,32.0,40.37,43364675.0,23635202.0,2183319.0,28.4,90544955.0,,,,26.09,35.625,39.0,38079.0,54878596.349,691.68485983287,19700.0
2026-01-27,45780.0,1463.48,1441.32,33.0,34.71,41880963.0,23511414.0,2270302.0,28.4,90939544.0,,,,21.48,34.5,32.0,38055.0,55139821.773,692.30129541869,19575.0
2026-01-28,46160.0,1463.92,1442.7,30.75,32.49,41652760.0,23503765.0,2240810.0,28.2,90925751.0,,,,20.36,32.625,33.0,37960.0,55895500.062,692.91828037729,19777.0
2026-01-29,46242.0,1465.08,1446.3,30.1875,34.63,42772613.0,23539034.0,2224922.0,28.0,91270256.0,,,,24.97,31.75,52.5,38008.0,57590370.416,693.53581519828,19810.0
2026-01-30,44503.0,1465.01,1447.67,31.1875,33.07,42812343.0,23611768.0,2173117.0,27.9,91559174.0,,,,29.31,32.9375,23.0,37962.0,60131987.818,694.15390037169,19922.0
2026-01-31,,,,,,,,,27.8,,2.9,32.4,21.0,,,,,,694.772536388,
2026-02-01,,,,,,,,,27.6,,,,,,,,,,695.39172373812,
2026-02-02,45104.0,1471.3,1451.7,29.375,36.85,42050300.0,23638532.0,2172967.0,27.4,91642124.0,,,,37.07,32.6875,39.0,37817.0,59037854.841,696.01146291342,19668.0
2026-02-03,45675.0,1465.67,1447.67,31.625,39.52,41896298.0,23575862.0,2219263.0,27.1,91664092.0,,,,38.58,34.0,57.0,37974.0,58339429.213,696.63175440569,19735.0
2026-02-04,45420.0,1465.92,1447.62,30.5,35.64,41812311.0,23530673.0,2231127.0,26.9,91234631.0,,,,27.6,32.5625,44.0,37949.0,58572666.727,697.25259870715,19655.0
2026-02-05,44753.0,1467.01,1445.62,30.3125,34.08,42122917.0,23508895.0,2248924.0,26.9,90959035.0,,,,25.63,32.1875,126.0,37880.0,59660467.587,697.87399631047,19681.0
2026-02-06,44939.0,1453.25,1430.59,30.4375,32.97,41940812.0,23506580.0,2252592.0,26.8,90014623.0,,,,25.55,31.8125,51.0,37803.0,58027858.8,698.49594770876,19561.0
2026-02-07,,,,,,,,,26.6,,,,,,,,,,699.11845339556,
2026-02-08,,,,,,,,,26.8,,,,,,,,,,699.74151386487,
2026-02-09,45322.0,1445.77,1423.36,29.1875,32.14,41992981.0,23577639.0,2219071.0,26.8,90243664.0,,,,24.18,31.1875,176.0,37848.0,57258654.786,700.36512961111,19633.0
2026-02-10,45229.0,1428.11,1405.43,30.0,31.25,42177084.0,23519498.0,2282741.0,26.6,90506383.0,,,,23.35,31.375,42.0,37809.0,56138560.11,700.98930112914,19715.0
2026-02-11,45305.0,1427.34,1403.7,28.6875,30.75,42185386.0,23478210.0,2299478.0,26.7,90309107.0,,,,23.04,31.5625,214.0,37923.0,56450816.744,701.61402891428,19634.0
2026-02-12,45053.0,1420.27,1394.15,29.875,35.21,42461589.0,23446455.0,2375011.0,26.9,90252988.0,,,,29.23,32.375,141.0,37982.0,55866507.876,702.23931346228,19774.0
2026-02-13,45164.0,1420.64,1395.42,31.3125,40.14,40956503.0,23439314.0,2419036.0,26.9,90232632.0,,,,37.66,33.4375,41.6,38034.0,55589155.143,702.86515526933,19818.0
2026-02-14,,,,,,,,,26.9,,,,,,,,,,703.49155483206,
2026-02-15,,,,,,,,,27.0,,,,,,,,,,704.11851264754,
2026-02-16,,,,,,,,,27.0,,,,,,,,,,704.83777110235,
2026-02-17,,,,,,,,,27.1,,,,,,,,,,705.55776428109,
2026-02-18,45130.0,1424.61,1401.81,30.5,40.55,40986425.0,23384928.0,2462457.0,27.2,90843119.0,,,,34.68,33.6875,80.0,38084.0,55622819.479,706.27849293429,19861.0
2026-02-19,44904.0,1419.32,1391.97,31.8125,49.11,41882460.0,23365106.0,2471308.0,27.3,91186144.0,,,,46.05,34.625,76.0,38178.0,55672165.733,706.99995781323,19958.0
2026-02-20,46264.0,1399.15,1384.21,32.6875,49.51,42378425.0,23335491.0,2446189.0,27.4,91166286.0,,,,43.95,34.875,167.0,38297.0,55243088.15,707.72215966998,20063.0
2026-02-21,,,,,,,,,27.4,,,,,,,,,,708.44509925735,
2026-02-22,,,,,,,,,27.4,,,,,,,,,,709.16877732894,
2026-02-23,46635.0,1392.75,1367.24,33.125,47.19,42646887.0,23276182.0,2438165.0,27.5,91637401.0,,,,38.27,36.5,95.0,38365.0,55288215.162,709.89319463912,20064.0
2026-02-24,46663.0,1400.12,1377.09,34.3125,43.65,42600442.0,23213084.0,2430544.0,27.5,92011905.0,,,,32.76,35.625,48.0,38382.0,54710168.928,710.61835194302,20216.0
2026-02-25,46905.0,1416.53,1388.58,30.75,38.75,41232963.0,23195887.0,2363375.0,27.5,92118514.0,,,,27.5,33.25,85.0,38412.0,55610780.663,711.34424999653,20221.0
2026-02-26,46158.0,1429.59,1408.7,30.25,35.21,41414239.0,23228471.0,2315333.0,27.7,92627905.0,,,,22.58,31.25,41.0,38463.0,57361187.612,712.07088955634,20257.0
2026-02-27,45566.0,1426.45,1408.97,29.5,30.97,40986704.0,23354244.0,2170812.0,28.0,92547791.0,,,,21.18,31.0625,33.0,38387.0,60376122.102,712.79827137991,20397.0
2026-02-28,,,,,,,,,28.1,,2.9,33.1,22.3,,,,,,713.52639622544,
2026-03-01,,,,,,,,,28.0,,,,,,,,,,714.25526485195,
2026-03-02,46519.0,1417.21,1401.58,28.9375,31.16,42499111.0,23415898.0,2121986.0,27.8,92355284.0,,,,21.65,30.75,70.0,39172.0,59183569.726,714.9848780192,20125.0
2026-03-03,46137.0,1433.4,1411.11,29.5,29.51,42641381.0,23336200.0,2197683.0,27.8,92349166.0,,,,21.36,31.0,17.0,39070.0,58639867.442,715.71523648775,20162.0
2026-03-04,46210.0,1427.83,1401.58,28.4375,28.24,42455350.0,23306515.0,2191838.0,27.9,92301508.0,,,,21.66,31.0,40.0,38944.0,58667184.045,716.44634101892,20216.0
2026-03-05,45825.0,1425.47,1407.15,29.5,28.27,42491784.0,23305897.0,2208912.0,28.0,91491524.0,,,,21.27,31.25,124.4,38954.0,59436036.058,717.17819237481,20203.0
2026-03-06,46011.0,1436.18,1413.82,28.3125,28.08,42327455.0,23312839.0,2194313.0,28.1,90980929.0,,,,22.21,30.875,40.0,38883.0,57843182.899,717.91079131832,20058.0
2026-03-07,,,,,,,,,28.1,,,,,,,,,,718.64413861309,
2026-03-08,,,,,,,,,28.1,,,,,,,,,,719.37823502358,
2026-03-09,45767.0,1440.91,1418.28,28.5,27.4,41337760.0,23395943.0,2132760.0,28.1,90966293.0,,,,20.97,30.875,50.0,38681.0,57125533.668,720.11308131501,20118.0
2026-03-10,46054.0,1421.51,1402.38,29.3125,28.63,40799134.0,23349084.0,2155443.0,27.8,91351248.0,,,,20.44,31.0625,67.0,38645.0,56157219.566,720.84867825337,20166.0
2026-03-11,45770.0,1418.04,1396.45,29.0,28.2,40736856.0,23306552.0,2155680.0,27.8,91172448.0,,,,20.32,31.0,86.0,38602.0,56043666.838,721.58502660547,20194.0
2026-03-12,45766.0,1419.08,1399.67,29.375,27.82,41407606.0,23299677.0,2160160.0,27.9,91134114.0,,,,20.3,31.0,47.0,38585.0,55970714.807,722.32212713887,20274.0
2026-03-13,45661.0,1415.85,1392.99,28.5625,29.22,41185271.0,23321748.0,2115353.0,27.8,91299078.0,,,,21.45,31.0625,45.0,38586.0,56238473.122,723.05998062192,20341.0
2026-03-14,,,,,,,,,27.7,,,,,,,,,,723.79858782376,
2026-03-15,,,,,,,,,27.6,,,,,,,,,,724.53794951432,
2026-03-16,44790.0,1417.58,1394.66,28.5625,28.45,40219575.0,23317686.0,2128744.0,27.5,91559954.0,,,,20.56,30.625,50.0,38567.0,55944483.807,725.20640921375,20391.0
2026-03-17,44722.0,1422.26,1395.51,28.25,28.57,39541393.0,23227806.0,2202272.0,27.4,91892600.0,,,,20.26,28.8125,73.0,38551.0,55086538.219,725.875485635,20510.0
2026-03-18,44495.0,1418.18,1399.6,26.875,27.42,39026567.0,23165452.0,2264208.0,27.3,92010639.0,,,,20.13,27.1875,58.0,38481.0,54534456.642,726.54517934708,20641.0
2026-03-19,43713.0,1416.66,1395.51,26.25,26.6,40008553.0,23182065.0,2289395.0,27.2,92120230.0,,,,20.11,26.5625,132.0,38411.0,54594396.849,727.21549091948,20704.0
