fecha,riesgo_pais
2023-01-18,1807.0
2023-01-19,1938.0
2023-01-20,1876.0
2023-01-23,1843.0
2023-01-24,1825.0
2023-01-25,1834.0
2023-01-26,1837.0
2023-01-27,1826.0
2023-01-30,1806.0
2023-01-31,1817.0
2023-02-01,1820.0
2023-02-02,1795.0
2023-02-03,1845.0
2023-02-06,1912.0
2023-02-07,1907.0
2023-02-08,1912.0
2023-02-09,1928.0
2023-02-10,1962.0
2023-02-13,1966.0
2023-02-14,1968.0
2023-02-15,1997.0
2023-02-16,2056.0
2023-02-17,2123.0
2023-02-20,2123.0
2023-02-21,2183.0
2023-02-22,2127.0
2023-02-23,1974.0
2023-02-24,1996.0
2023-02-27,1966.0
2023-02-28,1965.0
2023-03-01,2036.0
2023-03-02,2088.0
2023-03-03,2081.0
2023-03-06,2047.0
2023-03-07,2044.0
2023-03-08,2098.0
2023-03-09,2134.0
2023-03-10,2207.0
2023-03-13,2323.0
2023-03-14,2293.0
2023-03-15,2397.0
2023-03-16,2324.0
2023-03-17,2383.0
2023-03-20,2383.0
2023-03-21,2335.0
2023-03-22,2458.0
2023-03-23,2497.0
2023-03-24,2549.0
2023-03-27,2531.0
2023-03-28,2521.0
2023-03-29,2365.0
2023-03-30,2304.0
2023-03-31,2276.0
2023-04-03,2280.0
2023-04-04,2351.0
2023-04-05,2432.0
2023-04-06,2472.0
2023-04-07,2472.0
2023-04-10,2429.0
2023-04-11,2440.0
2023-04-12,2385.0
2023-04-13,2376.0
2023-04-14,2352.0
2023-04-17,2407.0
2023-04-18,2474.0
2023-04-19,2661.0
2023-04-20,2660.0
2023-04-21,2622.0
2023-04-24,2624.0
2023-04-25,2648.0
2023-04-26,2640.0
2023-04-27,2657.0
2023-04-28,2656.0
2023-05-01,2662.0
2023-05-02,2647.0
2023-05-03,2623.0
2023-05-04,2582.0
2023-05-05,2576.0
2023-05-08,2577.0
2023-05-09,2524.0
2023-05-10,2507.0
2023-05-11,2523.0
2023-05-12,2584.0
2023-05-15,2587.0
2023-05-16,2580.0
2023-05-17,2550.0
2023-05-18,2594.0
2023-05-19,2600.0
2023-05-22,2578.0
2023-05-23,2577.0
2023-05-24,2590.0
2023-05-25,2590.0
2023-05-26,2590.0
2023-05-29,2590.0
2023-05-30,2590.0
2023-05-31,2590.0
2023-06-01,2616.0
2023-06-02,2561.0
2023-06-05,2518.0
2023-06-06,2396.0
2023-06-07,2341.0
2023-06-08,2388.0
2023-06-09,2378.0
2023-06-12,2345.0
2023-06-13,2311.0
2023-06-14,2330.0
2023-06-15,2359.0
2023-06-16,2371.0
2023-06-19,2371.0
2023-06-20,2356.0
2023-06-21,2307.0
2023-06-22,2216.0
2023-06-23,2232.0
2023-06-26,2095.0
2023-06-27,2120.0
2023-06-28,2098.0
2023-06-29,2061.0
2023-06-30,2037.0
2023-07-05,1941.0
2023-07-06,2053.0
2023-07-07,2103.0
2023-07-10,2044.0
2023-07-11,1981.0
2023-07-12,2005.0
2023-07-13,2038.0
2023-07-14,2112.0
2023-07-17,2042.0
2023-07-18,2023.0
2023-07-19,2064.0
2023-07-20,2038.0
2023-07-21,2021.0
2023-07-24,1960.0
2023-07-25,1951.0
2023-07-26,1991.0
2023-07-27,2017.0
2023-07-28,1960.0
2023-07-31,1980.0
2023-08-01,1990.0
2023-08-02,2011.0
2023-08-03,2024.0
2023-08-04,2020.0
2023-08-07,2020.0
2023-08-08,2010.0
2023-08-09,1975.0
2023-08-10,1911.0
2023-08-11,1915.0
2023-08-14,1914.0
2023-08-15,2172.0
2023-08-16,2187.0
2023-08-17,2185.0
2023-08-18,2128.0
2023-08-21,2128.0
2023-08-22,2049.0
2023-08-23,2035.0
2023-08-24,2050.0
2023-08-25,2050.0
2023-08-28,2041.0
2023-08-29,2052.0
2023-08-30,2094.0
2023-08-31,2105.0
2023-09-01,2090.0
2023-09-04,2091.0
2023-09-05,2136.0
2023-09-06,2178.0
2023-09-07,2131.0
2023-09-08,2155.0
2023-09-11,2170.0
2023-09-12,2176.0
2023-09-13,2168.0
2023-09-14,2156.0
2023-09-15,2169.0
2023-09-18,2170.0
2023-09-19,2194.0
2023-09-20,2265.0
2023-09-21,2375.0
2023-09-22,2371.0
2023-09-25,2368.0
2023-09-26,2385.0
2023-09-27,2399.0
2023-09-28,2486.0
2023-09-29,2543.0
2023-10-02,2600.0
2023-10-03,2637.0
2023-10-04,2698.0
2023-10-05,2719.0
2023-10-06,2675.0
2023-10-09,2674.0
2023-10-10,2622.0
2023-10-11,2523.0
2023-10-12,2510.0
2023-10-13,2506.0
2023-10-16,2506.0
2023-10-17,2375.0
2023-10-18,2390.0
2023-10-19,2403.0
2023-10-20,2412.0
2023-10-23,2611.0
2023-10-24,2496.0
2023-10-25,2475.0
2023-10-26,2531.0
2023-10-27,2560.0
2023-10-30,2583.0
2023-10-31,2577.0
2023-11-01,2601.0
2023-11-02,2546.0
2023-11-03,2525.0
2023-11-06,2525.0
2023-11-07,2525.0
2023-11-08,2458.0
2023-11-09,2466.0
2023-11-10,2475.0
