fecha,riesgo_pais
2025-10-28,685.0
2025-10-29,666.0
2025-10-30,676.0
2025-10-31,657.0
2025-11-03,665.0
2025-11-04,660.0
2025-11-05,621.0
2025-11-06,638.0
2025-11-07,647.0
2025-11-10,599.0
2025-11-11,598.0
2025-11-12,605.0
2025-11-13,616.0
2025-11-14,612.0
2025-11-17,616.0
2025-11-18,614.0
2025-11-19,601.0
2025-11-20,620.0
2025-11-21,651.0
2025-11-24,635.0
2025-11-25,656.0
2025-11-26,652.0
2025-11-27,653.0
2025-11-28,648.0
2025-12-01,648.0
2025-12-02,647.0
2025-12-03,639.0
2025-12-04,634.0
2025-12-05,627.0
2025-12-08,633.0
2025-12-09,634.0
2025-12-10,628.0
2025-12-11,634.0
2025-12-12,624.0
2025-12-15,602.0
2025-12-16,573.0
2025-12-17,569.0
2025-12-18,568.0
2025-12-19,573.0
2025-12-22,570.0
2025-12-23,575.0
2025-12-24,575.0
2025-12-25,575.0
2025-12-26,580.0
2025-12-29,571.0
2025-12-30,569.0
2025-12-31,571.0
2026-01-01,571.0
2026-01-02,553.0
2026-01-05,566.0
2026-01-06,566.0
2026-01-07,575.0
2026-01-08,579.0
2026-01-09,566.0
2026-01-12,577.0
2026-01-13,581.0
2026-01-14,586.0
2026-01-15,571.0
2026-01-16,564.0
2026-01-19,566.0
2026-01-20,569.0
2026-01-21,562.0
2026-01-22,546.0
2026-01-23,526.0
2026-01-26,513.0
2026-01-27,494.0
2026-01-28,484.0
2026-01-29,492.0
2026-01-30,496.0
2026-02-02,495.0
2026-02-03,503.0
2026-02-04,502.0
2026-02-05,516.0
2026-02-06,512.0
2026-02-09,502.0
2026-02-10,507.0
2026-02-11,506.0
2026-02-12,514.0
2026-02-13,519.0
2026-02-16,519.0
2026-02-17,511.0
2026-02-18,515.0
2026-02-19,524.0
2026-02-20,519.0
2026-02-23,537.0
2026-02-24,545.0
2026-02-25,545.0
2026-02-26,554.0
2026-02-27,572.0
2026-03-02,567.0
2026-03-03,573.0
2026-03-04,534.0
2026-03-05,546.0
2026-03-06,575.0
2026-03-09,583.0
2026-03-10,555.0
2026-03-11,552.0
2026-03-12,568.0
2026-03-13,584.0
2026-03-16,601.0
2026-03-17,587.0
2026-03-18,610.0
2026-03-19,602.0
2026-03-20,633.0
2026-03-23,600.0
2026-03-24,603.0
2026-03-25,595.0
2026-03-26,583.0
2026-03-27,615.0
2026-03-30,637.0
2026-03-31,617.0
2026-04-01,612.0
2026-04-02,612.0
2026-04-03,609.0
2026-04-06,611.0
